"video_id","feature_names","title","description","category","duration","path","topics"
"facebook10155585587840891","Transportation, Poster, Human, Leisure Activities, Luggage, Automobile, Mercedes-Benz, Lighting, Asphalt, 3 shot changes first 10 seconds, Traffic Jam, Intersection, Urban, Person, Sports Car, Suitcase, People, Suv, Night, Car, Vehicle, Kart, Sidecar, AK-69, gray vehicle, Thrillist, Road, Motorcycle, Parking Lot, Tarmac, Apparel, Music, Building, Asian Man, Black vehicle, Halloween costume, Clothing, Buggy, Billboard, Toy, Sedan, Formula One, Parking, White text, Race Car, Engine, 2 average shot changes per 10 seconds, 91-120 seconds, Jota, Word, Man wearing sunglasses, Sedan, City Street, Atv, red vehicle, White text on red backdrop, Go-kart, Tokyo","MariCAR","This Go-Kart tour makes Tokyo feel like Mario Kart.","NEWS",94.697,"/thrillisttravel/videos/10155585587840891/",
"facebook10155686398430891","Tripod, Transportation, Human, Pitcher, Poster, Beard, Automobile, Flora, Ct Scan, Coke, Asphalt, 3 shot changes first 10 seconds, Jersey, Cardboard, Sidewalk, Person, Jug, Suv, People, Yosef Karduner, Car, Airplane, Drink, Furniture, X-Ray, Walkway, Table, Tarmac, Shorts, Water Jug, T-Shirt, Box, Patrizio Bertelli, Tin, Flagstone, Clothing, Pavement, Pottery, Dining Table, File Binder, Glasses, Sedan, Chair, Can, Path, Jet, Keri Kelli, 91-120 seconds, 2 average shot changes per 10 seconds, Shirt, Carton, Dog House, Den, Word, Plant, Patio, Bench, Beverage, Wood, Jar, Plywood, Aluminium, Water Bottle, Bottle","BladeSports","The fastest knife in the west.","NEWS",105.022,"/Thrillist/videos/10155686398430891/",
"facebook10155526730470891","Transportation, Poster, Human, Automobile, Flora, 3 shot changes first 10 seconds, Traffic Jam, Freeway, Text, Person, Sidewalk, Dessert, People, Minibus, Car, Blossom, Team, Cobblestone, Road, Walkway, Hospital, Construction, Seafood, Shorts, Flower Arrangement, Cake, Cheb Tarik, Giacobbe Fragomeni, Fishing, Swimwear, Flower, Food, Mascot, Nature, Bus, Pavement, Market, Clothing, Machine, Dinghy, Ramp, 31-60 seconds, Path, Granger Smith, Boat, Ganxsta Zolee, Hardhat, Word, Helmet, Plant, Clinic, 3 average shot changes per 10 seconds, Watercraft, Ornament","California Breaks Worlds Longest Pizza Record","This pizza is 1.2 miles long and just broke a world record: thrl.st/2sZ3si0","NEWS",58.238,"/thrillisttravel/videos/10155526730470891/",
"facebook10155903816243387","4-6 shot changes first 30 seconds, Human, Transportation, Poster, Cap, Automobile, Beard, 1 - 3 The Least Words On Screen At Any One Time - First 10 Seconds, Silhouette, Kid, Asphalt, Jersey, Hoodie, Newborn, 21 - 25 Words On Screen - First 10 seconds, 21 - 25 Words On Screen - First 10 seconds, Text, Person, Hat, Sweatshirt, Sleeve, People, Car, Baby, Vehicle, Long Sleeve, Phone, Terminal, Coat, TEXT_BOTTOM_LEFT, 2 - 3 Words Per Second - First 10 Seconds, TEXT_TOP_LEFT, Back, 61-90 seconds, Tarmac, T-Shirt, Electronics, Female, Sweater, TEXT_BOTTOM_RIGHT, Child, Jacket, Glasses, Girl, Clothing, Window, Water, Beanie, 2 average shot changes per 10 seconds, Sports, Flyer, Logo, Brochure, Airport Terminal, Shirt, Mouth, Blonde, Diving, TEXT_BOTTOM_CENTER, TEXT_MIDDLE_CENTER, Trademark, Paper, Suit, 1 shot changes first 10 seconds, Word, Diver, Lip, Cardigan, 5 - 10 Percent of Screen Height - First 10 Seconds, 20 - 25 Percent Of Screen Width - First 10 Seconds, 20 - 25 Percent Of Screen Width - First 10 Seconds, Woman, Sport, Overcoat, 2 Seconds On Screen, Stencil","This Jacket Heats Itself And Adjusts To Your Temp","Attention all eternally cold people! Your dream jacket has arrived.","NEWS",87.806,"/SeekerMedia/videos/10155903816243387/",
"facebook10155687897620891","Transportation, Human, Leisure Activities, Half Track, Poster, Rosane Collor, Stephen Johns, Bazaar, Automobile, Innovation, Musician, Lighting, Promotional, Branded Content, Product, Traffic Jam, Crowd, Person, Movies, Truck, Suitcase, People, Car, Alcohol, Hobby, Vehicle, Guitarist, Drink, Musical Instrument, Sci-Fi, Product Review, Swimwear, Music, Fighting, Nature, Flame, 22-24 shot changes first 30 seconds, 22-24 shot changes first 30 seconds, Market, Clothing, Fire, Buggy, Spectacle, Glasses, Underwear, Toy, Hobbies & Interests, Animal, 91-120 seconds, Logo, Flyer, Brochure, Informational, Music Band, Soil, Guitar, Blonde, Paper, Trademark, Lathe, Bikini, Movie, Advertisement, Performer, Ground, Beverage, Stage, Shop, 7 average shot changes per 10 seconds, Jazz, Jess Margera, Travel & Leisure, Arts & Entertainment","Wasteland Weekend","Party like its the end of the world. >> thrl.st/2hjNvlo","NEWS",115.454,"/Thrillist/videos/10155687897620891/",
"facebook10155719109860891","Transportation, Leisure Activities, Human, Poster, Automobile, Shotover river, Rainforest, Flora, Fence, Promotional, Promotional, Ocean, Promontory, Sea Waves, Marcos Witt, Sports, Arched, Person, Pond, Sports Car, Brian Knobbs, Motorboat, Travel, Rafting, People, Flood, Rubble, Car, 4 shot changes first 10 seconds, Vehicle, Vegetation, Water jet, Waterski/Wakeboard, Adventure, 52mph boat ride down river, 4 average shot changes per 10 seconds, Vest, Tubing, Team, Storm, Canoe, Canal, Compilation/Clips, Cinema, Rowboat, Outdoors, River, Forest, Mountain, Hole, Nature, Arch, Clothing, Water, Formula One, Dinghy, People wearing life vests, Race Car, Conifer, Sea, Flyer, Logo, Brochure, Boat, Informational, Adventure Travel, Tree, Thunderstorm, Bush, Trademark, Paper, Cave, Christian Vande Velde, 13-15 shot changes first 30 seconds, Word, Rock, Plant, Action & Adventure, Stage, Hurricane, Vessel, Watercraft, Hedge, Spinning ride","Go River Jet Boating Through Canyons","Jet down a river on this 52 MPH boat ride. >> thrl.st/2xNiBZe","NEWS",60.371,"/Thrillist/videos/10155719109860891/",
"facebook10155731996283387","Transportation, Roof Rack, Poster, Human, Windshield, Automobile, Educational Content, Innovation, Chrysler, Innovation, Tree, Fence, Promotional, Caucasian Woman, Caucasian Woman , Asphalt, Art/Technology, White Automobile, Car Culture, Driving, Freeway, Informative, Informative, Driveway, SCI, Upbeat, Text, Person, Sports Car, Hardware, Bumper, Car Mirror, White text on black backdrop, Van, People, Suv, Minibus, Car, Airplane, Vehicle, Educational, Text-on-Screen, Panning shot, Mirror, Road, Parking Lot, Still image, White Car, Entrepreneurship, Electric Vehicle, Tub, GPS, Electronics, Tarmac, Swimwear, Close-up, Animated, Black text on white backdrop, Coupe, Bus, David Hellenius, Seeker, Seeker, Black text on white backdrop, Brick, Clothing, House, Orange Cone, Sedan, Parking, Graduation, Live Action, News & Headlines, White text, White text, News & Headlines, 2 shot changes first 10 seconds, Automotive, 2 average shot changes per 10 seconds, Logo, Flyer, Brochure, Informational, Technology & Computing, Self driving car, Informational, New self-driving minivans are beginning private use in Atlanta, Instrumental, Blue text, Aircraft, Trademark, Steering Wheel, Paper, Chrysler, Overhead shot, Word, Computer Hardware, Multi-Segment, Sunglasses, Internet Technology, City Street, Hedge, Stencil, Ian Hunter, Bathtub, Blue text on white backdrop, CGI : Computer Generated Image, Blue text on white backdrop, Safety Cone","Self-Driving Minivans Are Hitting The Streets Of Atlanta","Self-driving minivans are coming to Atlanta.","NEWS",60.819,"/SeekerMedia/videos/10155731996283387/",
"facebook515457075309279","Poster, Transportation, Mojito, Human, Barry Larkin, Automobile, Kid, Face, Flora, 3 shot changes first 10 seconds, Smile, Urban, Person, People, Cocktail, Car, Alcohol, Vehicle, Furniture, Baby, Park Bench, Oak, Jacquees, Convertible, Child, Pottery, Glasses, Bonsai, 91-120 seconds, Logo, Tree, Trademark, Aloe, Word, Vase, Plant, Studio Couch, 1 average shot changes per 10 seconds, Portrait, Jar, Potted Plant",,"This Guy Makes Incredible Sign Language Music Videos (via NowThis Entertainment)","NEWS",101.31,"/thrillistentertainment/videos/515457075309279/",
"facebook380173425793434","Windshield, Transportation, Human, Automobile, Signature, Poster, 4 Seconds On Screen, Kid, Asphalt, Jersey, Freeway, Crowd, TEXT_TOP_RIGHT, 21 - 25 Words On Screen - First 10 seconds, 5 - 10 Percent Of Screen Width - First 10 Seconds, 21 - 25 Words On Screen - First 10 seconds, Smoke, Text, Person, Black Hair, People, Collage, Car, Vehicle, Monitor, Baby, TEXT_MIDDLE_RIGHT, Road, Limo, Hand, Coat, TEXT_TOP_CENTER, TEXT_BOTTOM_LEFT, 3-4 minutes, 2 - 3 Words Per Second - First 10 Seconds, TEXT_TOP_LEFT, T-Shirt, Magazine, Tarmac, Handwriting, Electronics, 13 - 15 The Most Words On Screen At Any One Time -  First 10 Seconds, Pollution, Column, Autograph, Female, Hair, Pillar, Child, Finger, Glasses, Clothing, Billboard, Logo, Flyer, Brochure, Audience, Shirt, Speech, Head, TEXT_BOTTOM_CENTER, Trademark, Suit, Screen, Paper, Label, 1 shot changes first 10 seconds, Word, License, Haircut, Webpage, 10 - 12 The Least Words On Screen At Any One Time - First 10 Seconds, 1 average shot changes per 10 seconds, 5 - 10 Percent of Screen Height - First 10 Seconds, Tabloid, Overcoat, File, Highway, 1-3 shot changes first 30 seconds","The NRA Is All About ‘Protecting Your Rights’, Unless You’re Black.","Philando Castile Was A Licensed Gun Owner + Teacher. Yet He Was Still Shot & Killed. The NRA SAID NOTHING.  - Watch & Share As I Expose Their Ridiculous HYPOCRISY","OTHER",226.439,"/francismmaxwell/videos/380173425793434/",
"facebook10156183949355891","Windshield, Transportation, Human, Poster, Automobile, Face, Krzysztof Hołowczyc, Flora, Asphalt, Branded Content, Folk, Smile, Ramadan Sobhi, Sports, Arched, Sidewalk, Text, Pond, Sports Car, Person, Travel, Station wagon, Authentic, People, Sticker, Suv, Van, Map, Military Uniform, Car, Shareable, exercise equipment, Desert, Vehicle, Atlas, Text-on-Screen, Panning shot, Tank, Military, Road, Mountain Range, Horse, Crest, Cattle, Clouds, Army, International, Camping, Outdoors, Tarmac, Camel, An explanation of the Mongol Rally, a charity race where teams drive small cars and raise money for charity. , 5 average shot changes per 10 seconds, Swimwear, Mountain, Dirt Road, Building, Animals in the Wild , Time-Lapse, Nature, Arch, Alps, Pavement, Ivy, Brick, Clothing, Water, Soldier, Mammal, Dinghy, Andrei Prepeliță, Live Action, Auto Racing, Sharwanand, Automotive, Mongol Rally, Animal, 91-120 seconds, Boat, Logo, Flyer, Brochure, Adventure Travel, Creative, Soil, George Ty, Instrumental, Trademark, Cow, Offroad, Paper, Label, Bikini, Overhead shot, Architecture, 13-15 shot changes first 30 seconds, 1 shot changes first 10 seconds, Word, Diagram, Plant, Ground, Viktor Stålberg, Action & Adventure, Portrait, Plywood, Wood, Feel-Good, Gravel, Gideon Raff, White text on red backdrop","Mongol Rally","This road trip is like The Amazing Race except way crazier.","NEWS",110.206,"/Thrillist/videos/10156183949355891/",
"facebook10155369075710891","Transportation, Human, Automobile, Bread, 3 shot changes first 10 seconds, Bacon, Toast, Smoke, Person, Dessert, Car, People, Chocolate, Atul Agnihotri, Hardwood, Food, Brownie, Bbq, Cup, Glasses, Brick, Greeting Card, Cooking, Tim McIlrath, 91-120 seconds, 2 average shot changes per 10 seconds, Cookie, Envelope, French Toast, Word, Person Eating, Bench, Biscuit, Burger, Wood, Mail","Fork Yeah: Boston Burger Co.","This bacon cheeseburger is stacked with all the best fried foods: thrl.st/2sQZkTJ","NEWS",92.094,"/thrillistfoodanddrink/videos/10155369075710891/",
"facebook10155574511960891","Transportation, Poster, Human, Home Decor, Automobile, Norwegian Bliss, Handrail, Swimming, File Folder, Ferry, Water slide, Mario Kart, 3 shot changes first 10 seconds, Fiddle, Arched, Informative, Water park, Upbeat, Uku Suviste, Sports Car, Person, Hardware, Travel, People, Bliss, a Norwegian Cruise Liner, has a Racetrack, Laser Tag, and a Water Slide, Cruise Ship, Car, Vehicle, Robot, Sidecar, Kart, Furniture, Stimulating, Thrillist, Norwegian Cruise Lines, Motorcycle, Balcony, Pool, Railing, Headrest, Back, 61-90 seconds, Electronics, Rock, Waterfront, 5 average shot changes per 10 seconds, Swimwear, Building, Ocean Liner, Banister, Nature, Cushion, Arch, Black text on white backdrop, Violin, File Binder, Clothing, Exciting, Cruises, Water, Toy, Dinghy, Formula One, Live Action, White text, Guitar, Race Car, Cradle, Sports, Logo, Boat, Informational, Rhythmic, Norwegian Cruises, Instrumental, Trademark, Architecture, Advertisement, Word, 13-15 shot changes first 30 seconds, Harbor, Computer Hardware, Viola, Sport, Playground, Ship, Laser Tag, Water Bottle, Watercraft, Port, Vessel, Bottle, CGI : Computer Generated Image, White text on red backdrop","Norwegian Bliss Equipped With Racetrack","You can race go-karts on top of this new mega cruise ship. >> thrl.st/2vN8gcb","NEWS",72.574,"/Thrillist/videos/10155574511960891/",
"facebook1326470354124118","Weather, Transportation, Tortoise, Human, Glacier, Automobile, Poster, Waves, Innovation, 1 - 3 The Least Words On Screen At Any One Time - First 10 Seconds, Ripple, Kid, Coil, Flora, Fence, Swimming, Interesting, Wall, 1 - 5 Words On Screen - First 10 seconds, Red Sky, Pedestrian, Sea Waves, Outer Space, Crowd, Ocean, Beach, Progressive, Underwater shot, Upbeat, Smoke, Person, Urban, Hardware, 4 shot changes first 10 seconds, Vehicle, Cpu, Furniture, Baby, Text-on-Screen, Coral reefs, Panning shot, Storm, surfing, Space, Mountain Range, Surfboard, Balcony, Astronomy, Desktop computer, People, Car, Reptile, Airplane, Herring, Town, Sunlight, Reef, Tub, Sunrise, Outdoors, City, fish, Pine, Glacier, Electronics, Pool, Sphere, Cumulus, Hospital, Focal Point, TEXT_TOP_LEFT, Still image, Close-up, Swimwear, Waterfront, Ice, Maple, Mountain, Field, Building, Time-Lapse, surfer, Yew, Sea Life, Nature, Marina, Child, Earth, Coral Reef, Seeker, Alps, Pottery, Electronic Chip, Glasses, Eel, Earth, Clothing, Bridge, Arctic, Ocean, Winter, Window, Water, Universe, Trail, Operating Theatre, Lab, Chair, Dinghy, Beach, White text, Live Action, 2 Average Words On Screen, Path, Jet, Conifer, Bonsai, Scientists have created a smartfin to attach to a surfboard able to read ocean data and upload it directly to a cloud, Animal, Fish, Sea, Logo, Sports, Sky, Dusk, Globe, Flyer, Boat, Brochure, Technology & Computing, Informational, Arctic, Spruce, Tree, Spiral, Soil, Turtle, Thunderstorm, Head, Housing, Teemu Tainio, TEXT_MIDDLE_CENTER, Aircraft, Instrumental, Trademark, 1 - 3 The Most Words On Screen At  Any One time - First 10 seconds, Indoors, Paper, Cloud, Architecture, Overhead shot, Advertisement, Sunset, Vase, Harbor, Word, Rock, Coast, Plant, Computer Hardware, Clinic, Ground, Bench, 5 - 10 Percent of Screen Height - First 10 Seconds, 20 - 25 Percent Of Screen Width - First 10 Seconds, 1 - 2 Words Per Second - First 10 Seconds, Surfing, 20 - 25 Percent Of Screen Width - First 10 Seconds, Entertaining, Sport, Rotor, Planet, Keyboard, Downtown, Dawn, Jar, Multi-Segment, Coast, Education, Turtle, 3 average shot changes per 10 seconds, 4-5 minutes, 1 Second On Screen, Vessel, Potted Plant, Watercraft, Sardine, Snow, Port, Lake, Hedge","Scientists Can’t Get Data Directly From Waves, But These Surfers Can","Surfers are strapping Smartfins to their boards to help scientists gather crucial data on our oceans.   Follow Focal Point for the best stories in science!","OTHER",245.459,"/SeekerMedia/videos/1326470354124118/",
"facebook720436118144706","Human, Transportation, Poster, Automobile, Flora, Jersey, Text, Israel Broussard, Person, Alloy Wheel, People, Linda Vaughn, Car, Meriam Bellina, Asleep, T-Shirt, Weapon, 6 average shot changes per 10 seconds, Back, Wheel, Female, Dancing, Flame, Glasses, Pottery, Ivy, Girl, Fire, Underwear, Sedan, Brittany Elmslie, Pot, Flyer, Logo, Brochure, Alien, Shirt, Head, Blonde, Vigil, Trademark, Paper, 13-15 shot changes first 30 seconds, Vase, Plant, Word, Woman, Sign, Jar, People Laughing, Nuala Hafner, Potted Plant","Happy Death Day","This movie is like Groundhog Day but with murder.","NEWS",90.409,"/thrillistentertainment/videos/720436118144706/",
"facebook771605479695625","Transportation, Human, Electrical Device, Beard, Automobile, 1 - 3 The Least Words On Screen At Any One Time - First 10 Seconds, Kid, Flora, Bread, Ankle, 1 - 5 Words On Screen - First 10 seconds, Driving, Bacon, Bar Stool, Toast, Text, Person, Urban, Dessert, Vehicle, 1 Average Words On Screen, Baby, Furniture, Coat, Chocolate, Sandwich, People, Car, Applique, Town, City, Cake, 0 - 5 Percent Of Screen Width - First 10 Seconds, Headrest, Cactus, TEXT_TOP_LEFT, Appliance, 2-3 minutes, 5 average shot changes per 10 seconds, Cornbread, Food, Bbq, Building, 5 shot changes first 10 seconds, Oven, Cup, Child, Bowl, Pottery, Glasses, Clothing, Brick, Plumbing, Butter, Chair, Perry Blake, Cookie, Skyscraper, Logo, Alphabet, Shirt, 1 - 3 The Most Words On Screen At  Any One time - First 10 seconds, Suit, Trademark, French Toast, Architecture, Aloe, Word, 13-15 shot changes first 30 seconds, Plant, Biscuit, Burger, Ralf Little, 5 - 10 Percent of Screen Height - First 10 Seconds, 1 - 2 Words Per Second - First 10 Seconds, Webpage, Overcoat, Dress Shirt, Donut, File, Jar, Ampersand, 1 Second On Screen, High Rise, Bottle, Taco","Fork Yeah: Patacon Pisao","Forget all your preconceived notions about bread reigning supreme as king of the sandwich -- plantains can miraculously succeed in replacing the conventional sandwich binder. That’s the case at Patacon Pisao, a Lower East Side shop whose name translates to “flattened plantain.”","OTHER",126.334,"/Thrillist/videos/771605479695625/",
"facebook557270641127922","Poster, Transportation, Human, Home Decor, Electrical Device, Automobile, Ct Scan, Asphalt, 16-18 shot changes first 30 seconds, Outer Space, Jersey, Digital Watch, Text, Person, Alloy Wheel, Robot, Connector, Michael J. Fox, X-Ray, Space, Motorcycle, Hand, Astronomy, Suitcase, Car, People, Tarmac, Tape, T-Shirt, Headrest, 5 average shot changes per 10 seconds, Wheel, Cushion, Shoe, Nature, Clothing, Glasses, Footwear, Brick, Universe, 2 shot changes first 10 seconds, 31-60 seconds, Reading, Logo, Flyer, Car Seat, Carsten Bjørnlund, Brochure, Head, Shirt, Trademark, Sneaker, Paper, Word, Coast, Boot, Sig Hansen",,"You have the chance to win Marty McFlys super fly Nikes.","NEWS",43.049,"/thrillistentertainment/videos/557270641127922/",
"facebook10155360110168387","4-6 shot changes first 30 seconds, Human, Transportation, Automobile, Flora, Ferry, Crowd, Person, Tower, Art, Truck, People, Pier, Car, Pine, Oak, Palm Tree, Control Tower, Building, Nature, Pottery, Billboard, Sedan, 2 shot changes first 10 seconds, Pickup Truck, Engine, Conifer, O. T. Fagbenle, 91-120 seconds, Boat, Audience, Arecaceae, Tree, Projection Screen, Speech, Screen, Dock, Architecture, Vase, Plant, 1 average shot changes per 10 seconds, Jar, Watercraft, Potted Plant, Vessel","Heres Why Sea Levels Are Rising","The worlds 90 largest carbon producers are making sea levels much higher.","NEWS",119.763,"/SeekerMedia/videos/10155360110168387/",
"facebook10156071642580891","4-6 shot changes first 30 seconds, Poster, Transportation, Human, Electrical Device, Automobile, Educational Content, Cooking, Person, Dessert, Vehicle, Chocolate, People, Carpenter, Car, Cake, Apparel, Food/Recipe, Table, Apron, Appliance, Food, Brownie, Pub, Oven, Bowl, Clothing, Explainer/Tutorial, 2 shot changes first 10 seconds, Cooking, Shelf, 2 average shot changes per 10 seconds, Pot, Informational, Cookie, Shirt, Word, Biscuit, Sink, Plywood, Wood, Shop, Dress Shirt, Bar Counter, Fudge","How To Make Fudge","Learn how to make the best fudge ever.","NEWS",90.814,"/Thrillist/videos/10156071642580891/",
"facebook1451254421602782","Transportation, Poster, Human, Tirunesh Dibaba, Jon Moss, Automobile, Kid, Face, Julia Pace Mitchell, Smile, Crowd, Text, Person, 4 shot changes first 10 seconds, Baby, People, Collage, Car, Skylan Brooks, Gervinho, Hair, Dancing, Child, Celebrating, Parade, Billboard, 10-12 shot changes first 30 seconds, 31-60 seconds, Alphabet, Logo, Flyer, Brochure, Musical, Paper, Trademark, Afro Hairstyle, Word, Performer, Stage, Portrait, Office, Ampersand, 3 average shot changes per 10 seconds","The Get Down Got Canceled After One Season, Netflix First","Say goodbye to The Get Down — Netflix wont renew the show for another season. (via NowThis Entertainment)","NEWS",46.142,"/thrillisttravel/videos/1451254421602782/",
"facebook10156206695660891","15 - 20 Percent Of Screen Width - First 10 Seconds, Poster, Transportation, Motor Scooter, Jeep, Human, Automobile, New motorcycle helmet lets you go hands free and gives you a display, Innovation, Asphalt, Promotional, Product, Branded Content, Branded Content, Power & Motorcycles, Traffic Jam, Office Building, Freeway, Intersection, Crash Helmet, Webcam, Urban, Train, Hardware, Text, Person, Advertising, Truck, Suv, Taxi, People, Light, Loudspeaker, Car, 4 shot changes first 10 seconds, Vehicle, Thrillist, Motorcycle, Parking Lot, Railing, Still image, Compilation/Clips, Pollution, Tunnel, Building, Close-up, TEXT_BOTTOM_RIGHT, Riding a motorcycle, 61-90 seconds, Town, Tarmac, Electronics, City, Rock, 3 Seconds on Screen, Road, Headlight, Guard Rail, Motorcycle, POV : Point of View, TEXT_BOTTOM_LEFT, 16 - 20 Words On Screen - First 10 Seconds, Glasses, Clothing, Bridge, Billboard, Camera, Motorcycle helmet, Ramp, Machine, Parking, Live Action, Original, White text, Trailer Truck, Convention Center, Cab, 5 - 10 Percent of Screen Height - First 10 Seconds, 1 - 2 Words Per Second - First 10 Seconds, Highway, Speaker, Multi-Segment, Hardhat, TEXT_BOTTOM_CENTER, Instrumental, Vespa, Architecture, Trademark, Paper, Motorcycles, Advertisement, Motorcycles, Brochure, Scooter, Flyer, Logo, Technology & Computing, Technology & Computing, Word, Computer Hardware, Helmet, Action & Adventure, Highlight, 3 average shot changes per 10 seconds, High Rise, CGI : Computer Generated Image, Trustworthy, White text on red backdrop","Smart Helmet","This smart helmet will make you feel like Iron Man.","NEWS",69.075,"/Thrillist/videos/10156206695660891/",
"facebook10155360714473224","Automobile, Transportation, Poster, Human, Home Decor, Beard, Innovation, Flora, Xavier Sabata, Asphalt, Johnny Lee, Branded Content, Jersey, Driving, Dawid Kubacki, Progressive, SCI, Informative, Sports Car, Text, Person, Truck, People, Collage, Car, Asleep, Shareable, 4 shot changes first 10 seconds, Vehicle, Furniture, Beatrice Wood, Patrick Reed, Text-on-Screen, Headrest, Back, Science, Swimwear, Female, Web Series, Tarmac, T-Shirt, Arn Anderson, Rock, 4 average shot changes per 10 seconds, Live, Glasses, Girl, Selma Aliye Kavaf, Entertainment, Clothing, Coupe, Cushion, Ron Wyden, Relevant, Seeker, 10-12 shot changes first 30 seconds, Sedan, Explainer/Tutorial, Pickup Truck, Ashok Kheny, Automotive, Jar, Laughing, Dress Shirt, Shirt, Head, Blonde, Danny Worsnop, Bobi Wine, Paper, Cone, Bikini, Psychology/Psychiatry, 91-120 seconds, Musics influence on peoples driving speed, Flyer, Brochure, Technology & Computing, Rhythmic, Informational, MythBusters, Word, Jun Kung, Plant, Music","MythBusters - Rock n Roll Road Rage MiniMyth","Does aggressive music cause road rage? (via MythBusters)","ENTERTAINMENT",110.869,"/SeekerMedia/videos/10155360714473224/",
"facebook10155942200770891","Transportation, Home Decor, Poster, Human, Automobile, Fireworks, Petal, Flora, Glass, Carnation, Text, Urban, Person, People, Night, Blossom, Car, Alcohol, Vehicle, Mixer, Furniture, Drink, Table, Headrest, Flower, Jewelry, Building, Rowboat, Outdoors, Diamond, Gemstone, Coat, Pottery, Glasses, Clothing, Dining Table, Tablecloth, Cushion, Amphibious Vehicle, Greeting Card, Chair, Dinghy, Blender, Yacht, Goblet, Animal, Jar, Overcoat, Envelope, Suit, Trademark, Paper, 2 average shot changes per 10 seconds, 91-120 seconds, Tuxedo, Logo, Flyer, Boat, Brochure, 1 shot changes first 10 seconds, Plant, Vase, Beverage, Vessel, Watercraft, Mail, Potted Plant, Linen, Ornament","The Worlds Most Expensive Dinner","Win the ultimate romantic dinner date for $2.","NEWS",91.646,"/Thrillist/videos/10155942200770891/",
"facebook743841649137486","4-6 shot changes first 30 seconds, Windshield, Transportation, Poster, Automobile, Human, Troop, Silhouette, Prison, Glass, Duster, John Entwistle, Mladen Grdović, Clive Owen, Angie Harmon, Zoo, Smoke, Person, Train, People, Military Uniform, Car, Vehicle, Joe Nichols, Ed Pinckney, Back, Pollution, Team, Storm, Military, Rıdvan Dilmen, Army, Brick, Billboard, Hans-Christian Ströbele, Nature, Jonathan Tucker, Finger, Bus, Soldier, Alfio Marchini, 2 shot changes first 10 seconds, Animal, 1 average shot changes per 10 seconds, People Laughing, Frank Zappa, Alfonso Cuarón, Clare-Hope Ashitey, Trademark, Paper, 91-120 seconds, Logo, Flyer, Brochure, Word, Ron Hynes, Alba Rohrwacher, Leelee Sobieski","Children Of Men","10 years later this dystopian thriller is still relevant.","NEWS",116.841,"/thrillistentertainment/videos/743841649137486/",
"facebook10156192735145891","Windshield, Weather, Transportation, Poster, Human, Automobile, 10 - 12 The Most Words On Screen At Any One Time - First 10 Seconds, Coil, 0 - 5 Percent of Screen Height - First 10 Seconds, 10 - 15 Percent Of Screen Width - First 10 Seconds, 3 shot changes first 10 seconds, 3 - 4 Words Per Second - First 10 Seconds, Person, Alloy Wheel, Snowboarding, Light, Airplane, Van, Truck, People, Suv, Car, 31 + Words On Screen - First 10 Seconds, Vehicle, Tire, Car Wheel, Tractor, Blizzard, TEXT_TOP_LEFT, Wheel, Snowplow, Spoke, Ice, TEXT_BOTTOM_RIGHT, 61-90 seconds, Outdoors, Storm, Headlight, TEXT_BOTTOM_LEFT, TEXT_TOP_CENTER, Arctic, Nature, Bus, Sedan, Winter, TEXT_MIDDLE_LEFT, Pickup Truck, Jet, Engine, 10 - 12 The Least Words On Screen At Any One Time - First 10 Seconds, Rotor, Sport, Spiral, Bulldozer, TEXT_BOTTOM_CENTER, TEXT_MIDDLE_CENTER, Trademark, Paper, 2 average shot changes per 10 seconds, Sports, Logo, Flyer, Brochure, Word, 1 Second On Screen, Snow","Snowshoes For Your Car","Turn your car into a snow tank.","NEWS",72.297,"/thrillisttravel/videos/10156192735145891/",
"facebook1478819915512899","Scoreboard, Poster, Transportation, Human, Automobile, Car Show, Fence, Flora, Asphalt, Freeway, Traffic Jam, Intersection, Amphitheater, Urban, Train, Person, Suv, People, Collage, Car, 4 shot changes first 10 seconds, Vehicle, Parking Lot, Field, Building, Dirt Road, Tarmac, Road, Ancient Egypt, Amphitheatre, Glasses, Ivy, Billboard, Bridge, 10-12 shot changes first 30 seconds, Lawn, Parking, 31-60 seconds, Animal, Fort, Soil, Paper, Architecture, Flyer, Brochure, Word, Plant, Ground, 3 average shot changes per 10 seconds, Hedge, Gravel, Kel Mitchell","Aydın Büyüktaş Fits Two Different Perspectives Into One Photo","This drone photography looks straight out of Inception. (via NowThis Entertainment)","NEWS",51.881,"/thrillisttravel/videos/1478819915512899/",
"facebook10156098295235891","Transportation, Home Decor, Human, Automobile, Poster, Kid, Person, Malik Zidi, Accessories, People, Asleep, Car, Furniture, Baby, Headrest, Back, Pollution, Female, Couch, Margareth Madè, Glasses, Footwear, Clothing, Hair, Cushion, Child, 10-12 shot changes first 30 seconds, Underwear, Chair, Lingerie, Animal, Justin Wilson, Head, 91-120 seconds, 1 shot changes first 10 seconds, Haircut, 3 average shot changes per 10 seconds","SeatDreamzzz","Eye mask straps your head to your seat.","NEWS",95.23,"/Thrillist/videos/10156098295235891/",
